Title,Brand,Price,ItemStatus,NbFavourite,UserRating,NbEvalUser,Description,URL,bonne_affaire
Bonnet carhartt S,Carhartt,5.0,Good,7,4.8,120.0,Bonnet bonne état taille S,https://www.vinted.fr/items/5287071211-bonnet-carhartt-s,1
Bonnet Carhartt,Carhartt,15.0,Good,3,5.0,209.0,"Bonnet Carhartt 
Cond : Bon état",https://www.vinted.fr/items/5280004831-bonnet-carhartt,0
Bonnet carhartt orange en bon état,Carhartt,18.0,Good,8,4.9,193.0,"Bonnet carhartt collab avec Pelago, en bon état général",https://www.vinted.fr/items/5263726009-bonnet-carhartt-orange-en-bon-etat,0
Carhartt muts,Carhartt,10.0,Good,5,4.7,15.0,Muts M Carhartt,https://www.vinted.fr/items/5247439930-carhartt-muts,0
Bonnet Carhartt Rouge Bordeaux,Carhartt,14.0,Good,3,4.9,11.0,"Taille grand
Porté plusieurs fois",https://www.vinted.fr/items/5238510789-bonnet-carhartt-rouge-bordeaux,0
Bonnet Carhartt gris,Carhartt,6.0,Good,18,4.3,23.0,"Bonnet Carhartt gris unisexe 

Bon état",https://www.vinted.fr/items/5233137646-bonnet-carhartt-gris,0
Bonnet Carhartt,Carhartt,6.0,Good,5,5.0,41.0,"Bonnet Carhartt noir 
Taille unique",https://www.vinted.fr/items/5232544778-bonnet-carhartt,0
Bonnet Carhartt,Carhartt,10.0,Good,7,4.4,5.0,Bonnet WIP carhartt noir très peu porté,https://www.vinted.fr/items/5229927476-bonnet-carhartt,0
Bonnet carhartt,Carhartt,10.0,Good,8,4.3,35.0,Pas neuf mais en état,https://www.vinted.fr/items/5228661045-bonnet-carhartt,0
Bonnet camouflage,Carhartt,15.0,Good,5,4.4,59.0,Taille unique,https://www.vinted.fr/items/5222163569-bonnet-camouflage,0
Berretto Nero Carhartt WIP,Carhartt,5.0,Good,6,4.9,15.0,"Composizione: 100% acrilica
Fodera: 100% acrilica
Fodera: Leggermente imbottito
Materiale: Maglia",https://www.vinted.fr/items/5220219904-berretto-nero-carhartt-wip,0
Bonnet carhartt,Carhartt,5.0,Good,7,5.0,22.0,Bon état,https://www.vinted.fr/items/5218385993-bonnet-carhartt,1
Orangene Mütze von Carhartt,Carhartt,10.0,Good,17,5.0,263.0,Schöne bunte Mütze von Carhartt. Leichte Gebrauchsspuren (Pilling).,https://www.vinted.fr/items/5217683127-orangene-mutze-von-carhartt,0
Carhartt Mütze,Carhartt,10.0,Good,4,4.9,15.0,"Die Mütze wurde häufig getragen und hat entsprechende Gebrauchsspuren. Es gibt aber keine signifikanten Mängel. Sie filzt etwas, aber das lässt sich ja entfernen. Entnehmt den Zustand bitte auch den Bildern.
Ansonsten meldet euch gerne, wenn ihr noch Fragen habt :)",https://www.vinted.fr/items/5215521730-carhartt-mutze,0
Cuffia carhartt,Carhartt,7.0,Good,11,3.5,2.0,Cuffia tenuta in buone condizioni e pulita,https://www.vinted.fr/items/5212808833-cuffia-carhartt,0
cappellino carhartt grigio,Carhartt,5.0,Good,3,5.0,12.0,cappellino in lana carhartt grigio,https://www.vinted.fr/items/5193821087-cappellino-carhartt-grigio,0
cappellino carhartt blu scuro,Carhartt,8.0,Good,4,5.0,12.0,"cappellino di lana carhartt, usato poche volte",https://www.vinted.fr/items/5193781469-cappellino-carhartt-blu-scuro,0
cappellino carhartt blu scuro,Carhartt,8.0,Good,4,5.0,12.0,"cappellino di lana carhartt, usato poche volte",https://www.vinted.fr/items/5193781469-cappellino-carhartt-blu-scuro,0
Cappello Carhartt,Carhartt,10.0,Good,3,4.8,11.0,Cappello in lana blu one size,https://www.vinted.fr/items/5184655338-cappello-carhartt,0
Carhartt Beanie Mütze grau,Carhartt,15.0,Good,7,5.0,97.0,Selten getragen.,https://www.vinted.fr/items/5170261919-carhartt-beanie-mutze-grau,0
Bonnet,Carhartt,15.0,Good,6,5.0,3.0,Bonnet gris carhartt,https://www.vinted.fr/items/5166102841-bonnet,0
Bonnet Carhartt,Carhartt,10.0,Good,5,4.8,313.0,"Bleu bon état pas de défaut 
Envoi rapide et soigné 📦",https://www.vinted.fr/items/5155786447-bonnet-carhartt,0
Bonnet carhartt,Carhartt,6.0,Good,6,4.7,108.0,Bonnet marron,https://www.vinted.fr/items/5150793456-bonnet-carhartt,0
Berretta Carhartt,Carhartt,8.0,Good,3,5.0,18.0,"Berretto Carhartt bordeaux
Buone condizioni",https://www.vinted.fr/items/5148808433-berretta-carhartt,0
Gorro Carhartt,Carhartt,9.0,Good,3,4.8,43.0,"Usado, presenta algunas bolitas, pero se conserva bien.
Talla única",https://www.vinted.fr/items/5141917304-gorro-carhartt,0
Bonnet Carhartt,Carhartt,5.0,Good,3,4.4,13.0,Porté plusieurs fois mais bon état général,https://www.vinted.fr/items/5128728816-bonnet-carhartt,0
Bonnet carhartt,Carhartt,9.0,Good,4,5.0,48.0,"Déjà porté 
Lavé",https://www.vinted.fr/items/5125840511-bonnet-carhartt,0
Bonnet Carhartt,Carhartt,10.0,Good,6,5.0,53.0,Utilisé mais en bon état,https://www.vinted.fr/items/5113258495-bonnet-carhartt,0
Cappello Carhartt,Carhartt,6.0,Good,6,5.0,14.0,Mason watch cap Carhartt,https://www.vinted.fr/items/5108132735-cappello-carhartt,0
Carhartt Mütze,Carhartt,10.0,Good,8,5.0,4.0,Farbe:Blau,https://www.vinted.fr/items/5094451401-carhartt-mutze,0
Cappello Carhartt nero uomi,Carhartt,4.99,Good,4,5.0,7.0,"Vendo cappello CARHARTT uomo
Colore: nero
Per qualsiasi foto o chiarimento sono a completa disposizione.",https://www.vinted.fr/items/5093714168-cappello-carhartt-nero-uomi,0
Bonnet Carhartt,Carhartt,6.0,Good,4,4.8,183.0,Bonnet Carhartt bon état,https://www.vinted.fr/items/5090601551-bonnet-carhartt,0
Bonnet carhartt,Carhartt,10.0,Good,11,5.0,32.0,Bonnet carhartt camel unisexe,https://www.vinted.fr/items/5089578291-bonnet-carhartt,0
Bonnet carhartt marron taille unique,Carhartt,10.0,Good,7,4.9,17.0,"Bonnet carhartt marron taille unique 
En bon état",https://www.vinted.fr/items/5086422094-bonnet-carhartt-marron-taille-unique,0
Carhartt Bonnet,Carhartt,9.0,Good,4,4.9,771.0,Unisexe lifestyle porté en très bon état MADE IN USA 🇺🇸,https://www.vinted.fr/items/5080176962-carhartt-bonnet,0
Bonnet Carhartt gris,Carhartt,5.0,Good,17,4.8,19.0,"Porté plusieurs fois, avec un défaut mise en avant sur les photos",https://www.vinted.fr/items/5078616862-bonnet-carhartt-gris,0
Bonnet Carhartt Crème,Carhartt,7.0,Good,4,,,"Ce bonnet date de mon adolescence, je ne le met plus aujourd'hui.",https://www.vinted.fr/items/5077799322-bonnet-carhartt-creme,0
Berretto Carhartt,Carhartt,8.0,Good,4,5.0,29.0,"Berretto Carhartt in lana, usato",https://www.vinted.fr/items/5076845354-berretto-carhartt,0
Bonnet carhartt,Carhartt,18.0,Good,5,5.0,3.0,"Bonnet noir , porté quelques fois",https://www.vinted.fr/items/5066537362-bonnet-carhartt,0
Bonnet Carhartt,Carhartt,10.0,Good,7,4.9,216.0,"bon état général, bouloche légèrement, à part ça nickel.

Plus d’infos/photos en pv :)",https://www.vinted.fr/items/5062958754-bonnet-carhartt,0
Bonnet carhartt,Carhartt,8.0,Good,5,3.9,8.0,Porté,https://www.vinted.fr/items/5051554386-bonnet-carhartt,0
Carhartt muts,Carhartt,5.0,Good,9,5.0,4.0,Muts. Paar keer gedragen. Some pilling,https://www.vinted.fr/items/5049378709-carhartt-muts,0
Papalina Carhartt nera,Carhartt,10.0,Good,8,5.0,17.0,Vendo bellissima papalina nera Carhartt per inutilizzo. Taglia unica,https://www.vinted.fr/items/5043582314-papalina-carhartt-nera,0
Bonnet Carhartt noir Unisexe,Carhartt,10.0,Good,4,4.9,125.0,Tient chaud,https://www.vinted.fr/items/5035786557-bonnet-carhartt-noir-unisexe,0
Bonnet Carhartt,Carhartt,12.0,Good,4,4.9,161.0,"Bonne Carhartt noir
One size
Bon état pas defaut",https://www.vinted.fr/items/5034877126-bonnet-carhartt,0
Bonnet carhartt,Carhartt,10.0,Good,3,4.9,40.0,"Legit
Excellent état 
Quelque petite peluche présente dessus",https://www.vinted.fr/items/5026904310-bonnet-carhartt,0
cappello nero carhartt,Carhartt,9.0,Good,9,4.8,79.0,cappello nero carhartt,https://www.vinted.fr/items/5026525909-cappello-nero-carhartt,0
Carharrt Mütze,Carhartt,8.0,Good,4,5.0,64.0,Guter Zustand,https://www.vinted.fr/items/5006393629-carharrt-mutze,0
Carhartt bonnets,Carhartt,10.0,Good,5,5.0,5.0,Bonnets carhartt,https://www.vinted.fr/items/4986578694-carhartt-bonnets,0
Cappello Carhartt,Carhartt,4.0,Good,11,4.8,75.0,"Cappello Carhartt uomo originale americano, taglia unica",https://www.vinted.fr/items/4983603074-cappello-carhartt,1
Cuffia Carhartt,Carhartt,8.0,Good,6,4.8,53.0,Infossato poco ben tenuto,https://www.vinted.fr/items/4977902171-cuffia-carhartt,0
cuffia carhartt,Carhartt,5.0,Good,4,5.0,3.0,cuffia usata con inestesismi ( pallini ),https://www.vinted.fr/items/4969255620-cuffia-carhartt,0
Bonnet,Carhartt,5.0,Good,13,4.9,30.0,Pour plus d’informations venez en privé #bonnet #carhartt,https://www.vinted.fr/items/4962767774-bonnet,1
Bonnet Carhartt,Carhartt,7.0,Good,11,4.7,59.0,"Bonnet noir carhartt deja porté mais en bon état. 
Prix négociable et informations supplémentaires en privé ;)",https://www.vinted.fr/items/4961059650-bonnet-carhartt,0
Bonnet Carhartt,Carhartt,11.0,Good,6,4.2,30.0,"Bonnet noir de la marque Carharrt
En plutôt bonne état",https://www.vinted.fr/items/4952877983-bonnet-carhartt,0
Braune Mütze von Carhartt,Carhartt,7.0,Good,8,4.9,319.0,Die Mütze wurde gerne getragen und ist daher etwas abgepillt an manchen Stellen. Sonst ist sie in einem guten Zustand.,https://www.vinted.fr/items/4941903226-braune-mutze-von-carhartt,0
Bonnet Carhartt,Carhartt,5.0,Good,3,5.0,15.0,"👕 Marque: Carhartt  
🌈 Couleur: Bleu Marine 
📏 Taille: Unique 
💵 Prix: 5€ 

📦 Livraison: Rapide et soignée

📸 Photos disponibles sur demande !",https://www.vinted.fr/items/4930613497-bonnet-carhartt,0
Bonnet Carhartt,Carhartt,5.0,Good,8,4.9,19.0,Acrylic Watch Hat,https://www.vinted.fr/items/4895242603-bonnet-carhartt,0
Bonnet Carhartt,Carhartt,15.0,Good,3,3.0,12.0,Rarement porté bon état,https://www.vinted.fr/items/4812366102-bonnet-carhartt,0
Carhartt Beanie,Carhartt,5.0,Good,7,5.0,13.0,Etwas fusselig aber dennoch eine gute normale Passform,https://www.vinted.fr/items/4759292291-carhartt-beanie,0
berretto invernale carhartt,Carhartt,9.9,Good,6,5.0,9.0,indossato,https://www.vinted.fr/items/4698156797-berretto-invernale-carhartt,0
Bonnet Carhartt blanc,Carhartt,25.0,Good,13,5.0,12.0,"Bonnet Carhartt blanc

Taille unique

Article en excellent état ( ne présente aucun défaut)",https://www.vinted.fr/items/4689631780-bonnet-carhartt-blanc,0
Bonnet Carhartt,Carhartt,8.0,Good,3,5.0,26.0,"Porté quelques fois (je la lave si vous l’achetez)
Tient très chaud!",https://www.vinted.fr/items/4649240873-bonnet-carhartt,0
bonnet gris Carhartt,Carhartt,6.0,Good,16,4.9,112.0,"bonnet gris Carhartt
taille unique",https://www.vinted.fr/items/4632672660-bonnet-gris-carhartt,0
Cappello in acrilico carhartt x patta,Carhartt,15.0,Good,18,5.0,1.0,Cappello limited edition PATTA x CARHARTT,https://www.vinted.fr/items/4628930555-cappello-in-acrilico-carhartt-x-patta,0
