Title,Brand,Price,ItemStatus,NbFavourite,UserRating,NbEvalUser,Description,URL,Type,prix_median_groupe,favoris_median_groupe,z_score_prix,bonne_affaire
Gorro the north face,2319,4.0,4.0,9,4.9,216.0,"Buen estado.
Color teja.",https://www.vinted.fr/items/5977345892-gorro-the-north-face,2964,10.0,4.0,-1.6683043507182669,1
Carhartt Mütze Schwarz,362,4.0,3.0,0,5.0,13.0,Carhartt Mütze Schwarz,https://www.vinted.fr/items/6025771398-carhartt-mutze-schwarz,287,15.0,5.0,-2.172571238235309,0
Short de bain rouge TNF,2319,15.0,3.0,2,4.9,250.0,"Short de bain rouge The North Face ▫️original de taille S en parfait état

Colis soigné et livraison rapide 📦",https://www.vinted.fr/items/5432429509-short-de-bain-rouge-tnf,586,20.0,4.0,-0.4993273452900655,0
The North Face Hoodie Gr M wie neu,2319,13.0,3.0,7,4.8,171.0,"Nur 1-2 mal getragen 
Aus den USA",https://www.vinted.fr/items/5334140713-the-north-face-hoodie-gr-m-wie-neu,1811,17.0,4.0,-0.641170555035798,1
Bonnet The North face gris Chiné,2319,10.0,3.0,0,5.0,606.0,"Bonnet
The North Face 
Gris chiné
Mixte",https://www.vinted.fr/items/5997413011-bonnet-the-north-face-gris-chine,2964,10.0,4.0,0.008040288943255093,0
Short The North Face,2319,12.0,3.0,7,4.6,28.0,,https://www.vinted.fr/items/4888505188-short-the-north-face,586,20.0,4.0,-0.8915381989734245,1
Herrenparka Carhartt in xxl,362,60.0,3.0,8,5.0,134.0,"Modell Clash Parka
Gefüttert",https://www.vinted.fr/items/5961755402-herrenparka-carhartt-in-xxl,2051,51.0,7.0,-0.11762695875642182,0
Bonnet the north face,2319,14.0,1.0,14,5.0,2.0,,https://www.vinted.fr/items/5873025343-bonnet-the-north-face,2964,10.0,4.0,1.1256033820509364,0
Bonnet the north face,2319,5.0,3.0,0,4.9,412.0,"Magnifique bonnet the north face

#BonnetTheNorthFace #TheNorthFace #BonnetHiver #ModeHiver #AccessoireHiver #BonnetStylé #BonnetChaude #ModeUrbaine #Streetwear #OutdoorStyle #BonnetUnisexe #FashionWinter #CasualWear #BonnetTendance #LookHivernal #BonnetNoir #BonnetGris #BonnetBeige #StyleDécontracté #ModeOutdoor #HikingStyle #AdventureGear #BonnetConfortable #BonnetClassique #BonnetFashion #BonnetSport #BonnetFroid #LookCasual #WinterVibes #ModeMontagne #BonnetQualité #StyleTNF #BonnetIndémodable #BonnetSportwear #LookModerne #ModeStreet #TenueChaud #OutdoorFashion #BonnetStyléTNF #FashionHiver #TenueAutomneHiver",https://www.vinted.fr/items/6013743396-bonnet-the-north-face,2964,10.0,4.0,-1.3889135774413466,0
Carhartt,362,13.0,3.0,11,4.0,33.0,"Carhartt-Sweatshirt mit Rundhalsausschnitt und karierter Brusttasche.

Größe S (kann M passen):
	• Lockere Passform, Oversize-Passform
	• Die Länge des Produkts und die Ärmel ermöglichen eine bequeme Passform auch in Größe M.

Ausgestattet mit hochwertigem Material, elastischen Bündchen und bequemer Passform.",https://www.vinted.fr/items/5623001021-carhartt,1811,25.0,6.0,-1.2275717773812103,0
Cappello carhartt,362,24.99,1.0,1,,,,https://www.vinted.fr/items/6017414192-cappello-carhartt,287,15.0,5.0,2.054138428759654,0
The Noth Face(Tnf) Mütze/Beanie Grau/Grey,2319,12.0,3.0,3,4.5,70.0,"Selten getragen 
Top Zustand
Bei fragen gerne kontaktieren 
Bezahlung gerne über Paypal 






#tnf #northface #beanie #winter #vintage #style #y2k",https://www.vinted.fr/items/5951719123-the-noth-facetnf-mutzebeanie-graugrey,2964,10.0,4.0,0.5668218354970957,0
Fleece pullover black,2319,30.0,1.0,12,4.9,236.0,New with tags.,https://www.vinted.fr/items/6025164010-fleece-pullover-black,1811,17.0,4.0,1.6730473885713224,0
Carhartt Sweater Hanover Township in dunkelblau,362,40.0,3.0,4,4.9,36.0,"Vintage Carhartt Sweater/Pulli Hanover
Township DPW
- System Bezahlung, Paypal✅
- Größe M
- oversize
- selten
- guter Zustand
- 100% original✅
Bei Interesse oder Fragen gerne melden!
Bin 178cm groß und er passt mir gut 
#carharttwip #carharttvintage
#carharttworkwear #lacostesweater #strickpullover
#vintage #pullover #pulli #ralphlauren",https://www.vinted.fr/items/5973504717-carhartt-sweater-hanover-township-in-dunkelblau,1811,25.0,6.0,1.7012297298157275,0
Sweatshirt oversize the North face,2319,25.0,3.0,13,5.0,40.0,Sweatshirt the North face  oversize en très bon état taille M,https://www.vinted.fr/items/6010719391-sweatshirt-oversize-the-north-face,1811,17.0,4.0,0.992395052216287,0
Cappellino da uomo,2319,5.0,,6,5.0,22.0,,https://www.vinted.fr/items/5392114206-cappellino-da-uomo,2964,10.0,4.0,-1.3889135774413466,0
Gorro amarillo The North Face,2319,8.0,3.0,6,4.9,336.0,Muy buen estado,https://www.vinted.fr/items/5754470450-gorro-amarillo-the-north-face,2964,10.0,4.0,-0.5507412576105856,1
Bonnet TNF the north face bordeaux Non négociable,2319,15.0,3.0,10,4.8,177.0,Neuf et non négociable #thenorthface,https://www.vinted.fr/items/5807834244-bonnet-tnf-the-north-face-bordeaux-non-negociable,2964,10.0,4.0,1.4049941553278567,0
Carhartt WIP Kilda Jacket,362,110.0,1.0,10,4.8,8.0,"Verkaufe diese Carhartt Jacke in Camel, perfekt für Winter und Übergangszeit! 🌨️🍂
	•	Größe M (lockere Passform)
	•	Neu mit Etikett 🏷️
	•	Verstellbare Kapuze 🏕️
	•	Mehrere praktische Taschen 🔥
	•	Robustes und widerstandsfähiges Material 💪

Trendiger Workwear-Style 💯💼
📍 Schneller und sicherer Versand 📦✉️

Bei Fragen einfach melden! 😊",https://www.vinted.fr/items/5989867275-carhartt-wip-kilda-jacket,2051,51.0,7.0,1.2428941754151699,0
The North Face Shorts,2319,20.0,3.0,8,,,"Keine Mängel, top Zustand.",https://www.vinted.fr/items/5529657074-the-north-face-shorts,586,20.0,4.0,0.1543574108488661,0
The North Face sweater,2319,10.0,3.0,1,,,Great condition barely worn.,https://www.vinted.fr/items/6003337845-the-north-face-sweater,1811,17.0,4.0,-1.0495619568488193,0
Sweat The North face,2319,10.0,4.0,15,1.0,1.0,Juste petit défaut au manche,https://www.vinted.fr/items/2936075336-sweat-the-north-face,1811,17.0,4.0,-1.0495619568488193,0
Muts The North Face,2319,4.0,4.0,1,5.0,48.0,Beanie blauw zwart,https://www.vinted.fr/items/5986510736-muts-the-north-face,2964,10.0,4.0,-1.6683043507182669,0
Regenjacke mit Kapuze Carhartt,362,17.0,4.0,13,4.8,21.0,"Regenjacke mit Kapuze. Die Strippe dazu fehlt leider (siehe Foto). 

Ansonsten einwandfreier Artikel.",https://www.vinted.fr/items/5766071611-regenjacke-mit-kapuze-carhartt,2051,51.0,7.0,-1.2876751341439907,1
Grauer Carhartt Sweater M,362,15.0,4.0,2,4.9,46.0,Gut getragen.,https://www.vinted.fr/items/5834019302-grauer-carhartt-sweater-m,1811,25.0,6.0,-1.0106235175888445,0
North Face Beanie,2319,7.0,3.0,4,5.0,44.0,"Wenig getragen, leichter Stoff",https://www.vinted.fr/items/5469143203-north-face-beanie,2964,10.0,4.0,-0.8301320308875059,0
Bonnet The North Face gris foncé neuf avec étiquette - Unisexe et taille unique,2319,15.0,1.0,4,4.7,39.0,"✅ État neuf avec étiquette

🩶 Gris foncé

📏 Taille unique

💸 Réduction sur les lots

📦 Envoi rapide en semaine

💬 Contactez-moi si intéressé(e) ! 

#thenorthface #bonnet #gris #hiver",https://www.vinted.fr/items/6036891574-bonnet-the-north-face-gris-fonce-neuf-avec-etiquette-unisexe-et-taille-unique,2964,10.0,4.0,1.4049941553278567,0
Schwarzer Carhartt Parka ,362,30.0,,7,5.0,2.0,"Verkaufe meinen schwarzen Carhartt Parka, er ist bereits gebraucht. Auf Anfrage weitere Bilder.",https://www.vinted.fr/items/4089604908-schwarzer-carhartt-parka,2051,51.0,7.0,-0.9339396392593768,0
The North Face  khaki green beanie,2319,7.0,3.0,6,4.9,151.0,"North Face brand wooly hat
Dark kind of army green ribbed woolen fabric, fleece band lining
White North Face embroidered logo

#beenie #beanie #thenorthface #khaki #armygreen #green #tight #fitted #skullcap #mountaon #sports #northface #hiking #snowboarding #skiing #climbing #ribbed #woolen #hat",https://www.vinted.fr/items/6032274462-the-north-face-khaki-green-beanie,2964,10.0,4.0,-0.8301320308875059,1
Carhartt Cap (wie neu),362,19.0,2.0,9,5.0,16.0,,https://www.vinted.fr/items/5354130863-carhartt-cap-wie-neu,287,15.0,5.0,0.8479454366062561,0
Schwarzes The North Face Sweater,2319,10.0,3.0,7,5.0,10.0,Schwarzes Sweatshirt mit Seitentasche am linken Ärmel und versteckten Bauchaschen.,https://www.vinted.fr/items/5972133603-schwarzes-the-north-face-sweater,1811,17.0,4.0,-1.0495619568488193,0
blauer Hoodie von The Northface,2319,12.0,4.0,1,,,"Intakt. leicht verwaschen.


Privatverkauf, keine Garantie oder Gewährleistung. Keine Rücknahme. Nur Paypal. Versand trägt Käufer:in.",https://www.vinted.fr/items/4819658178-blauer-hoodie-von-the-northface,1811,17.0,4.0,-0.7773010223068051,0
Bonnet the North Face,2319,5.0,3.0,8,,,,https://www.vinted.fr/items/4438751304-bonnet-the-north-face,2964,10.0,4.0,-1.3889135774413466,0
Gorro reversible,2319,8.0,3.0,10,5.0,47.0,Talla única.,https://www.vinted.fr/items/5731702828-gorro-reversible,2964,10.0,4.0,-0.5507412576105856,1
Shorts bianchi The North Face,2319,30.0,2.0,8,5.0,15.0,"Pantaloncini corti della The North Face in tessuto di pile all’intero e sintetico all’esterno. Tengono caldo anche se corti. Mai usati, vendo per taglia sbagliata",https://www.vinted.fr/items/5622423377-shorts-bianchi-the-north-face,586,20.0,4.0,1.4617269231267294,0
Pantalones the north face,2319,25.0,3.0,1,4.4,21.0,Me van pequeños,https://www.vinted.fr/items/4570003065-pantalones-the-north-face,586,20.0,4.0,0.8080421669877976,0
Bonnet homme,2319,5.0,3.0,3,4.5,372.0,"#bonnethomme
#thenorthface",https://www.vinted.fr/items/6012335650-bonnet-homme,2964,10.0,4.0,-1.3889135774413466,0
Pullover,362,15.0,4.0,1,5.0,8.0,"gelber Carhartt Pullover 
Größe M",https://www.vinted.fr/items/5898080201-pullover,1811,25.0,6.0,-1.0106235175888445,0
North Face XXL,2319,10.0,4.0,15,4.8,25.0,"Pullover komplett schwarz eingefärbt, und danach wurde er nicht mehr getragen. Ist aber auch nicht mehr der neuste.",https://www.vinted.fr/items/5984029659-north-face-xxl,1811,17.0,4.0,-1.0495619568488193,1
Carhartt Crewneck,362,12.0,4.0,0,4.8,170.0,,https://www.vinted.fr/items/4343418954-carhartt-crewneck,1811,25.0,6.0,-1.3360459072773931,0
Pull The North Face,2319,12.0,3.0,6,4.6,49.0,"Très bonne état 
Taille M",https://www.vinted.fr/items/5529785906-pull-the-north-face,1811,17.0,4.0,-0.7773010223068051,1
Shorts the North face,2319,7.0,4.0,7,4.9,28.0,"Pantaloncini neri, indossato poche volte, buone condizioni",https://www.vinted.fr/items/5147475785-shorts-the-north-face,586,20.0,4.0,-1.5452229551123562,1
Short the  north face,2319,5.0,3.0,8,3.2,11.0,,https://www.vinted.fr/items/4993171531-short-the-north-face,586,20.0,4.0,-1.8066968575679287,0
Carhartt Mütze,362,8.0,4.0,8,5.0,87.0,,https://www.vinted.fr/items/4357574696-carhartt-mutze,287,15.0,5.0,-1.3671001249442247,1
Jacke / Parka von Carhartt in kakigrün,362,26.0,3.0,12,5.0,30.0,Die Jacke ist leicht gefüttert also eine schöne Übergangsjacke :)  Auf der Schulter ist ein Fleck (siehe Foto) den man aber nicht sieht wenn die Kapuze drüber hängt. Die Kapuze ist auch abnehmbar.,https://www.vinted.fr/items/5329967120-jacke-parka-von-carhartt-in-kakigrun,2051,51.0,7.0,-1.0427813299931041,1
The North Face hat,2319,12.0,2.0,5,5.0,4.0,"Worn 1 time
Only 1 size",https://www.vinted.fr/items/5895261591-the-north-face-hat,2964,10.0,4.0,0.5668218354970957,0
3 shorts,2319,8.0,4.0,7,5.0,10.0,"Short 🩳 coton 1 the north face , 1 adidas ,1 Fenerbahce",https://www.vinted.fr/items/5752785620-3-shorts,586,20.0,4.0,-1.4144860038845697,0
Hoodie The North Face,2319,9.5,4.0,6,5.0,47.0,"Couleur Terra Cota
Cordelette à remplacer ou à retirer",https://www.vinted.fr/items/6005076214-hoodie-the-north-face,1811,17.0,4.0,-1.1176271904843227,1
bonnet the north face réversible,2319,15.0,,2,,,,https://www.vinted.fr/items/5978739435-bonnet-the-north-face-reversible,2964,10.0,4.0,1.4049941553278567,0
Mütze Carhartt grau dunkelgrau,362,10.0,3.0,10,5.0,243.0,Dunkelgrau,https://www.vinted.fr/items/5639518035-mutze-carhartt-grau-dunkelgrau,287,15.0,5.0,-0.9643645682986828,1
Longsleeve the northface,2319,5.0,3.0,7,4.9,176.0,Amper gedragen maat youth/junior,https://www.vinted.fr/items/5566554997-longsleeve-the-northface,1811,17.0,4.0,-1.7302142932038547,1
Trui North face s,2319,6.0,4.0,10,4.7,32.0,"Kleur lijkt vaal, is t niet. Foto 2&3 komen t beste over qua kleur.",https://www.vinted.fr/items/5720455254-trui-north-face-s,1811,17.0,4.0,-1.5940838259328476,1
Short the north  Face,2319,4.0,,3,3.9,27.0,,https://www.vinted.fr/items/3686751796-short-the-north-face,586,20.0,4.0,-1.937433808795715,0
Short The North Face Vert/Bleu,2319,12.0,4.0,10,5.0,9.0,,https://www.vinted.fr/items/5888600003-short-the-north-face-vertbleu,586,20.0,4.0,-0.8915381989734245,0
Carhartt Cap,362,20.0,3.0,3,4.7,30.0,,https://www.vinted.fr/items/6029518945-carhartt-cap,287,15.0,5.0,1.0493132149290272,0
Cappello The North Face,2319,5.0,4.0,2,5.0,5.0,Cappello invernale The North Face unisex,https://www.vinted.fr/items/5990645849-cappello-the-north-face,2964,10.0,4.0,-1.3889135774413466,0
Vintage Carhartt Jacke,362,35.0,3.0,11,5.0,197.0,"Gebraucht gekauft, paar mal getragen, aber sehr guter Zustand. Bei weiteren Fragen einfach melden :) fittet nicht wie M, eher L/XL",https://www.vinted.fr/items/5618455566-vintage-carhartt-jacke,2051,51.0,7.0,-0.7978875258422177,1
Mütze Carhartt,362,10.5,2.0,4,4.9,47.0,,https://www.vinted.fr/items/3541899618-mutze-carhartt,287,15.0,5.0,-0.8636806791372973,0
Carhartt WIP Nimbus Pullover Anorak (Winter),362,40.0,,5,5.0,12.0,"Carhartt WIP Nimbus Pullover Anorak (Winter)

It’s winter version with fleece lining, there are few visible stains on the sleeve.

Size: M  

Shoulder: 49cm
Pit-pit: 57cm
Sleeve: 63cm
Length: 67cm

#carharttwip #winterjacket #anorak",https://www.vinted.fr/items/5910038504-carhartt-wip-nimbus-pullover-anorak-winter,2051,51.0,7.0,-0.6618354124250585,0
Northface sports shorts,2319,10.0,4.0,16,5.0,61.0,Northface sports shorts with zipper pockets,https://www.vinted.fr/items/5864564117-northface-sports-shorts,586,20.0,4.0,-1.1530121014289971,1
Short randonnée neuf The North Face,2319,15.0,2.0,3,5.0,123.0,,https://www.vinted.fr/items/5037353574-short-randonnee-neuf-the-north-face,586,20.0,4.0,-0.4993273452900655,0
Bonnet the north face neuve,2319,10.0,2.0,1,5.0,4.0,Bonnet the north face neuve,https://www.vinted.fr/items/6004603473-bonnet-the-north-face-neuve,2964,10.0,4.0,0.008040288943255093,0
Sweat The North Face kaki,2319,15.0,3.0,10,4.7,27.0,"Taille S
Sweat à capuche kaki the North Face
Porté plusieurs fois 
Bon état",https://www.vinted.fr/items/5937910763-sweat-the-north-face-kaki,1811,17.0,4.0,-0.36890962049378384,0
Bonnet bleu The North face,2319,15.0,3.0,0,4.6,16.0,"Article jamais porté ✨
Colis envoyé rapidement 📦",https://www.vinted.fr/items/6005775272-bonnet-bleu-the-north-face,2964,10.0,4.0,1.4049941553278567,0
Short The North Face,2319,12.0,3.0,6,4.9,62.0,"Article en très bon état, pour plus d’informations n’hésitez pas à m’envoyer un message. 🙂

#vintage #vintageclothes #vintage90s #vintage80s #vintagehomme #vetementsvintage #vetementsvintagehomme #homme90s #homme80s #vintedhomme #y2k #90s #80s #oversize #streetwear #manstreetwear #vintagestreetwear #streetwearhomme #stylestreetwear #streetwearstyle

#hashtags",https://www.vinted.fr/items/5875134183-short-the-north-face,586,20.0,4.0,-0.8915381989734245,1
Zwarte trui van The North Face,2319,16.0,4.0,11,5.0,1.0,Gedragen,https://www.vinted.fr/items/5960331867-zwarte-trui-van-the-north-face,1811,17.0,4.0,-0.23277915322277673,0
Bonnet The North Face,2319,10.0,3.0,2,,,"Bonnet The North Face
Très bon état",https://www.vinted.fr/items/5956293168-bonnet-the-north-face,2964,10.0,4.0,0.008040288943255093,0
Carhartt Parka Gr. S,362,40.0,4.0,15,5.0,150.0,Carhartt Tropper Parka. Fällt größer aus (Gr. M).,https://www.vinted.fr/items/5486694575-carhartt-parka-gr-s,2051,51.0,7.0,-0.6618354124250585,1
Carhartt Strick Pulli XL,362,20.0,,4,4.9,30.0,"benutzter Pulli, alles wie auf den bildern.",https://www.vinted.fr/items/2583916246-carhartt-strick-pulli-xl,1811,25.0,6.0,-0.46825286810793,0
The North Face Männer Pulli ,2319,18.0,4.0,2,4.8,20.0,North Face Vintage Männer Pulli mit Fisch Muster,https://www.vinted.fr/items/3604618380-the-north-face-manner-pulli,1811,17.0,4.0,0.039481781319237415,0
The north face beanie,2319,8.0,3.0,12,5.0,29.0,"Great condition ✅️ 
One size",https://www.vinted.fr/items/5350019910-the-north-face-beanie,2964,10.0,4.0,-0.5507412576105856,1
Shorts,2319,15.0,3.0,7,,,Shorts porté deux fois,https://www.vinted.fr/items/5568419580-shorts,586,20.0,4.0,-0.4993273452900655,0
The North Face Vintage Fleece Pullover Herren L Schwarz Half Zip,2319,25.0,3.0,2,5.0,396.0,"Schulter zu Schulter: (Breite): 48cm
Achsel zu Achsel: (Breite): 54cm
Nacken bis Bund: (Länge): 71cm 
(Die Angaben können um 3 cm variieren)
Überprüfe die Maße an eigener Vergleichskleidung, um einen Fehlkauf zu vermeiden. Sonst frag uns gerne.
Zustandsranking: 10/10

Ich gebe gerne bis zu 50% Mengenrabatt bei kauf von mehreren Artikeln.

Nice zu rocken.
Wenn du nett fragst, können wir gerne Verhandeln. 🥳
Ich brauche Platz, daher werden wir uns auf eine guten Preis einigen können. 
Bevorzugter Versand über DHL, Hermes oder UPS.

Folge gerne für mehr nice Pieces. Ich lade hier regelmäßig neuen Stuff hoch. 🥰

Ich reserviere maximal 24 Stunden. Wenn die Zahlung nach Ablauf nicht eingegangen ist, geht der Artikel wieder online. 

Wenn du den Rückversand übernimmst, gebe ich dir gerne Geld zurück Garantie. 
 
Bezahlung über Vinted, PayPal oder Banküberweisung möglich. 

Keine Fitpics.

#VintagePullover #Strickpullover #VintageStyle #RetroFashion #SecondHandMode #NachhaltigeMode #VintageLover #PulloverWetter #KuscheligWarm #ModeMitGeschichte #Uniqefinds #90sFashion #80sStyle #CozyVintage #WinterOutfit",https://www.vinted.fr/items/6027657188-the-north-face-vintage-fleece-pullover-herren-l-schwarz-half-zip,1811,17.0,4.0,0.992395052216287,0
Short the north face,2319,5.0,4.0,5,2.7,18.0,Assez bonne état mis à part l’élastique effiloché mais j’en fois porter sa ne se voit pas pas,https://www.vinted.fr/items/5664468652-short-the-north-face,586,20.0,4.0,-1.8066968575679287,0
Carhartt Pullover,362,27.0,3.0,5,5.0,7.0,"Größe L, fällt bedeutend kleiner aus, maximal S",https://www.vinted.fr/items/5735817219-carhartt-pullover,1811,25.0,6.0,0.2910660411653502,0
Bonnet gris the north face,2319,14.0,3.0,0,,,"Porté une seule fois.
Taille unique.",https://www.vinted.fr/items/6007411646-bonnet-gris-the-north-face,2964,10.0,4.0,1.1256033820509364,0
Carhartt Mountain Coat Anthrazit // Winterjacke ,362,40.0,3.0,8,4.6,33.0,"Getragen, aber in sehr gutem Zustand.
Verstellbar an der Seite",https://www.vinted.fr/items/1587895939-carhartt-mountain-coat-anthrazit-winterjacke,2051,51.0,7.0,-0.6618354124250585,1
Pantaloncini uomo XS The North Face,2319,23.0,1.0,3,4.8,11.0,,https://www.vinted.fr/items/4249515845-pantaloncini-uomo-xs-the-north-face,586,20.0,4.0,0.5465682645322251,0
The North Face  khaki green beanie,2319,7.0,3.0,5,4.9,149.0,"North Face brand wooly hat
Dark kind of army green ribbed woolen fabric, fleece band lining
White North Face embroidered logo

#beenie #beanie #thenorthface #khaki #armygreen #green #tight #fitted #skullcap #mountaon #sports #northface #hiking #snowboarding #skiing #climbing #ribbed #woolen #hat",https://www.vinted.fr/items/6032274462-the-north-face-khaki-green-beanie,2964,10.0,4.0,-0.8301320308875059,1
Rosafarbene Mütze ungetragen,362,15.0,2.0,10,5.0,62.0,,https://www.vinted.fr/items/5798730456-rosafarbene-mutze-ungetragen,287,15.0,5.0,0.04247432331517214,0
Bonnet The North Face Noir,2319,8.0,3.0,14,4.9,40.0,"Neuf avec étiquette 🏷️ 
Taille Unique 📏
Dm pour plus d’infos ✍🏼

#beannie #tnf",https://www.vinted.fr/items/5569010088-bonnet-the-north-face-noir,2964,10.0,4.0,-0.5507412576105856,1
Carhartt Wind Breacker grün M,362,25.0,3.0,8,4.2,16.0,"Das steht XS aber fittet wie eine M 


Guter Zustand 



Geiler fit 💪 



Bei Fragen gerne melden",https://www.vinted.fr/items/5542089290-carhartt-wind-breacker-grun-m,2051,51.0,7.0,-1.069991752676536,0
Gevoerde North Face muts,2319,10.0,2.0,10,4.8,47.0,"Heerlijk warme north face muts. Ik heb een teveel aan mutsen. Nieuwprijs was 40 euro, gekocht bij intersport.",https://www.vinted.fr/items/5601398916-gevoerde-north-face-muts,2964,10.0,4.0,0.008040288943255093,0
Short The Northface,2319,10.0,3.0,2,4.8,63.0,"Short The Northface, noir, taille S.",https://www.vinted.fr/items/5276309780-short-the-northface,586,20.0,4.0,-1.1530121014289971,0
Carharrt Mütze blau/blau mit Bommel,362,10.0,4.0,7,5.0,189.0,,https://www.vinted.fr/items/1528869580-carharrt-mutze-blaublau-mit-bommel,287,15.0,5.0,-0.9643645682986828,1
Schöner dunkel blauer Zipper von Carhartt,362,25.0,3.0,4,5.0,97.0,"Biete hier einen super schönen, gemütlichen Zipper von Carhartt. Nur einmal getragen.
Größe S.

Materialmix aus 90% Baumwolle und 10%Spandex.

Bei Fragen gerne melden.",https://www.vinted.fr/items/4481368640-schoner-dunkel-blauer-zipper-von-carhartt,1811,25.0,6.0,0.07411778137298439,0
Short The North Face,2319,25.0,2.0,6,4.3,21.0,"Taille : L/G
Couleur : 🔘
Comme neuf",https://www.vinted.fr/items/3879024295-short-the-north-face,586,20.0,4.0,0.8080421669877976,0
Shorts the North face,2319,7.0,4.0,7,4.9,28.0,"Pantaloncini neri, indossato poche volte, buone condizioni",https://www.vinted.fr/items/5147475785-shorts-the-north-face,586,20.0,4.0,-1.5452229551123562,1
Bonnet the north face,2319,13.0,1.0,4,4.9,355.0,Bonnet homme. Taille unique. Taille petit (m).,https://www.vinted.fr/items/5621596997-bonnet-the-north-face,2964,10.0,4.0,0.846212608774016,0
Schwarzer North Face Pullover,2319,15.0,3.0,3,5.0,8.0,"Schwarzer Pulli, ohne Kapuze, sehr guter Zustand",https://www.vinted.fr/items/5818761587-schwarzer-north-face-pullover,1811,17.0,4.0,-0.36890962049378384,0
Bonnet,2319,10.0,3.0,1,4.8,47.0,Bonnet the north face très bonne état.  Attention ⚠️ pas d'envoi UPS,https://www.vinted.fr/items/6027674145-bonnet,2964,10.0,4.0,0.008040288943255093,0
Sweat hoodies marron/ bordeaux the north face taille L en bon état,2319,10.5,4.0,1,5.0,246.0,"💥 sweat hoodies the north face marron/bordeaux taille L en bon état, tâche sur le devant cf photo

Frais de port ajusté au plus bas 
Envoi rapide et soigné 


#thenorthface#thenorthfacevintage#pulltnf#hoodiestnf#sweatacapuchetnf#tailleL#vetementchauddhiver#vinteditaliaspagnafranciaitaliaolandabel#vintedallemagneirlandeportugal",https://www.vinted.fr/items/6030821393-sweat-hoodies-marron-bordeaux-the-north-face-taille-l-en-bon-etat,1811,17.0,4.0,-0.9814967232133157,0
Bonnet the north face noire,2319,15.0,3.0,6,,,Porté peu de fois taille unique,https://www.vinted.fr/items/5633967273-bonnet-the-north-face-noire,2964,10.0,4.0,1.4049941553278567,0
Carhatt Jacke gefüttert (S),362,30.0,4.0,7,5.0,22.0,"Gut erhaltene, gebrauchte Carhatt Jacke in Größe S. Innen gefüttert. 

Bei Fragen, einfach melden :) 

Verkauf nur über Paypal. Keine Rücknahme.",https://www.vinted.fr/items/5462411188-carhatt-jacke-gefuttert-s,2051,51.0,7.0,-0.9339396392593768,0
Carhartt Pulli weinrot S,362,14.0,3.0,5,5.0,297.0,"Carhartt Pulli in weinrot
Gr. S",https://www.vinted.fr/items/2001758011-carhartt-pulli-weinrot-s,1811,25.0,6.0,-1.1190976474850274,0
the north face beanie red vintage,2319,6.0,3.0,8,4.2,50.0,"red the north face beanie
barely worn 
the price is negotiable 

vintage y2k archive",https://www.vinted.fr/items/4230188713-the-north-face-beanie-red-vintage,2964,10.0,4.0,-1.1095228041644263,1
The North Face Beanie Schwarz,2319,13.0,3.0,0,4.8,38.0,"The North Face Beanie Schwarz
Sehr guter Zustand",https://www.vinted.fr/items/5915072649-the-north-face-beanie-schwarz,2964,10.0,4.0,0.846212608774016,0
Beanie black,2319,8.0,4.0,5,5.0,123.0,Ottime condizioni,https://www.vinted.fr/items/5925051338-beanie-black,2964,10.0,4.0,-0.5507412576105856,1
Veste Carharrt WIP OG artic coat,362,129.0,1.0,3,4.7,86.0,"Carharrt WIP OG artic coat
Carharrt WIP OG artic coat doublé
Neuf avec étiquette 
valeur magasin carharrt : 279euros 
D'autre taille et coloris disponible en boutique 

#carhartt #wip #ogstyle #skate #workwear #usa #vintage",https://www.vinted.fr/items/5952409237-veste-carharrt-wip-og-artic-coat,2051,51.0,7.0,1.7598922064003748,0
Short de sport The North Face,2319,22.0,4.0,4,4.5,129.0,"Short sport en coton agréable The North face 
Bon état et ceinture élastique 

Remise en main propre possible sur Lyon 

Prix négociable dans la limite du raisonnable",https://www.vinted.fr/items/5051010674-short-de-sport-the-north-face,586,20.0,4.0,0.41583131330443873,0
Bonnet the north face,2319,10.0,3.0,4,4.5,19.0,Porte quelque fois,https://www.vinted.fr/items/5613611929-bonnet-the-north-face,2964,10.0,4.0,0.008040288943255093,0
Bonnet The North Face,2319,6.0,2.0,5,4.5,52.0,"Bonnet noir
Logo The North Face rouge 
Bon état",https://www.vinted.fr/items/5565610683-bonnet-the-north-face,2964,10.0,4.0,-1.1095228041644263,1
Cappello The North face,2319,5.0,3.0,7,4.7,31.0,"Cappello The North face 
•Caldo
• Indossato poche volte 
•Buona vestibilità",https://www.vinted.fr/items/5807444933-cappello-the-north-face,2964,10.0,4.0,-1.3889135774413466,1
Bonnet The North Face,2319,5.0,3.0,5,5.0,120.0,"Bonnet The North Face 
Bon état",https://www.vinted.fr/items/5900168708-bonnet-the-north-face,2964,10.0,4.0,-1.3889135774413466,1
The North Face  khaki green beanie,2319,7.0,3.0,6,4.9,151.0,"North Face brand wooly hat
Dark kind of army green ribbed woolen fabric, fleece band lining
White North Face embroidered logo

#beenie #beanie #thenorthface #khaki #armygreen #green #tight #fitted #skullcap #mountaon #sports #northface #hiking #snowboarding #skiing #climbing #ribbed #woolen #hat",https://www.vinted.fr/items/6032274462-the-north-face-khaki-green-beanie,2964,10.0,4.0,-0.8301320308875059,1
